ID,#_Shazam_fr,#_votes_itunes,Artiste,Duree,Genre,Note_Moyenne_itunes,Sortie,Title
137624604,11328680,57,Feder Feat. Lyse,3,Dance,4.0,5 févr. 2015,Goodbye
440336286,2842,-,William Z Villain,3,Alternative,-,5 oct. 2018,Something Beautiful
53535961,728822,-,Elisa Tovati & Tom Dice,4,Bande originale,-,28 mars 2012,Il Nous Faut
274510331,14796713,9,Mike Posner,5,Auteur-interprète,4.3,6 mai 2016,I Took A Pill In Ibiza (Seeb Remix)
53072392,6874177,3,Adele,1,Pop,4.4,19 janv. 2011,Set Fire To The Rain
65874530,17266480,614,Macklemore & Ryan Lewis Feat. Wanz,1,Hip-hop,4.8,9 oct. 2012,Thrift Shop
45531548,66515,-,Luciano Pavarotti & The National Philharmonic Orchestra & Nicola Rescigno,1,Classique,-,1 janv. 1979,"""E Lucevan Le Stelle"""
2899810,2202705,-,Rockwell,2,R&B/Soul,-,1 janv. 2006,Somebody's Watching Me (Single Version)
74906063,11778402,972,Rihanna Feat. Mikky Ekko,1,Pop,4.2,19 nov. 2012,Stay
329587,3387464,-,Kim Carnes,3,Country,-,1 avr. 1981,Bette Davis Eyes
92719600,20481774,-,Hozier,1,Alternative,-,19 sept. 2014,Take Me To Church
20094674,2894231,-,Beyoncé Feat. Jay-Z,7,Pop,-,18 mai 2003,Crazy In Love
244019,2696973,-,Tears For Fears,2,Rock,-,1 janv. 2014,Everybody Wants To Rule The World
46557980,79486,-,The Streets,3,Pop,-,12 sept. 2008,On The Flip Of A Coin
300945736,9997127,409,Coldplay,4,Alternative,4.0,4 déc. 2015,Hymn For The Weekend
444422908,14272,21,Lynda,3,Variété française,5.0,26 oct. 2018,Ma Berceuse
433278815,1610210,11,"DJ Khaled Feat. Justin Bieber, Chance The Rapper & Quavo",4,Hip-hop/Rap,4.9,27 juil. 2018,No Brainer
404085265,12944,-,Dame,2,Alternative,-,16 févr. 2018,Slow Down
45559699,978738,74,Vampire Weekend,3,Alternative,4.2,29 janv. 2008,A-Punk
143673008,12198014,24,Lost Frequencies,2,Dance,4.1,17 nov. 2014,Are You With Me
10098964,1691553,-,Murray Head,1,Pop,-,31 déc. 1979,One Night In Bangkok
423160703,424900,-,HUGEL & Taio Cruz,2,Pop,-,8 juin 2018,Signs
438388543,33873,-,The Prince Karma,-,-,-,-,Later Bitches (Rocket Fun Remix)
441586811,28156,-,Lbenj Feat. Mounim Slimani & DJ Med,3,Pop,-,27 sept. 2018,Amoureux Tombé
5165370,2652937,62,Dire Straits,5,Rock,4.8,13 mai 1985,Money For Nothing
272579,2650843,-,Marvin Gaye & Tammi Terrell,3,R&B/Soul,-,29 août 1967,Ain't No Mountain High Enough
448417390,2194,-,Diva Faune Feat. Clara Doxal,3,Pop,-,8 nov. 2018,Shooting To The Stars (French Edit)
437923353,17229,-,Badoxa,3,Musiques du monde,-,6 sept. 2018,Eu Sei
230068,5346971,-,Dr. Dre Feat. Snoop Dogg,1,Hip-hop/Rap,-,16 nov. 1999,The Next Episode
416864285,139920,-,Cedric Gervais,2,Dance,-,22 juin 2018,Do It Tonight
441465730,13784,34,Dadju,1,R&B/Soul,4.2,5 oct. 2018,Tu N'es Pas Moi
283230,2640137,42,Pink Floyd,1,Rock,4.5,30 nov. 1979,Another Brick In The Wall (Part 2)
160157606,16886193,97,Mark Ronson Feat. Bruno Mars,3,Pop,4.3,12 janv. 2015,Uptown Funk
417603618,11158,-,Daniel Santacruz Feat. Badoxa,5,Latino,-,25 mai 2018,Ven A Bailar
219243,4093056,57,Nirvana,4,Rock,2.8,24 sept. 1991,Smells Like Teen Spirit
237724,6109396,-,Israel Kamakawiwo'ole,3,Musiques du monde,-,23 nov. 1990,Over The Rainbow / What A Wonderful World
295451201,1606047,41,Sia,1,Pop,4.5,29 janv. 2016,Bird Set Free
261065,2338284,-,Gerry Rafferty,5,Rock,-,20 janv. 1978,Baker Street
45677411,326063,5,Partenaire Particulier,3,Variété française,4.8,31 déc. 1985,Partenaire Particulier
422691,1675209,-,The Mamas & The Papas,1,Pop,-,1 janv. 2004,California Dreamin'
413121501,27750,40,Cœur De Pirate,3,Pop,4.5,1 juin 2018,Combustible
10258503,1896349,-,Liquido,1,Alternative,-,1 août 1998,Narcotic
436802637,5361,22,Gaëtan Roussel,3,Variété française,4.4,28 sept. 2018,J’entends Des Voix
87581338,1636898,17,Cats On Trees,5,Alternative,4.4,18 mai 2015,Sirens Call
241720,2707151,-,New Order,1,Alternative,-,22 nov. 1994,Blue Monday
437624358,23516,133,Angèle,4,Variété française,3.9,5 oct. 2018,Jalousie
52282352,160666,134,Géraldine Nakache & Leila Bekhti,5,Bande originale,4.3,22 mars 2010,Chanson Sur Une Drôle De Vie
323710,84246,-,The Doors with Jim Morrison,4,Rock,-,17 nov. 1978,Ghost Song
335146899,7241489,21,French Montana Feat. Swae Lee,1,Hip-hop/Rap,4.5,14 juil. 2017,Unforgettable
337202397,6926863,16,Julia Michaels,2,Pop,4.7,13 janv. 2017,Issues
373295005,6450129,-,NF,1,Hip-hop/Rap,-,6 oct. 2017,Let You Down
449597955,16300,-,Missy Modell,-,-,-,-,Galaxy
357027,2099394,-,Rick Astley,5,Pop,-,5 août 2002,Never Gonna Give You Up
404932327,4076609,106,Justin Timberlake Feat. Chris Stapleton,1,Pop,3.8,2 févr. 2018,Say Something
77186726,3614048,18,Bakermat,3,Dance,4.1,14 mars 2014,One Day (Vandaag)
444745366,56659,-,CNCO & Prince Royce,3,Pop en espagnol,-,26 oct. 2018,Llegaste Tú
5164711,3339518,-,Mary J. Blige,1,R&B/Soul,-,1 janv. 2001,Family Affair
266238057,11246191,44,Lukas Graham,3,Pop,4.4,16 juin 2015,7 Years
3049362,187616,6,Teri Moïse,4,Variété française,4.8,13 avr. 1999,Je Serai Là
422888911,45078,44,L'Algérino,4,Hip-hop/Rap,3.2,22 juin 2018,Andalé
87647478,1608047,517,London Grammar,1,Pop,4.5,6 sept. 2013,Wasting My Young Years
338593186,297077,-,Bamby & Jahyanai King,3,Musiques du monde,-,18 déc. 2016,Run Di Place
40026111,5407932,6,Usher Feat. Lil' Jon & Ludacris,1,Pop,3.8,15 mars 2004,Yeah!
291440,2474858,-,Culture Club,3,Rock,-,1 oct. 1983,Karma Chameleon
371534462,1844650,-,Natti Natasha & Ozuna,3,Urban latin,-,1 sept. 2017,Criminal
5359657,3705188,10,Eiffel 65,5,Dance,5.0,20 janv. 1998,Blue (Da Ba Dee)
431392223,54004,-,Muslim,3,Hip-hop/Rap,-,13 juil. 2018,Mama
5820248,58562,-,Julien Clerc,1,Variété française,-,30 mars 1998,Fais-Moi Une Place
123453088,21069413,438,Ed Sheeran,1,Pop,4.5,20 juin 2014,Thinking Out Loud
440507054,15520,12,Alain Bashung,4,Variété française,4.9,28 sept. 2018,Immortels
446085267,1981,-,Cats On Trees,2,Alternative,-,9 nov. 2018,Shiny Lines Of Light (Musique De La Publicité Galeries Lafayette)
76728277,6263449,244,James Arthur,3,Pop,4.7,9 déc. 2012,Impossible
311594,4415025,9,Survivor,3,Rock,5.0,1 janv. 1982,Eye Of The Tiger
48304708,3000479,23,Gossip,1,Alternative,4.9,4 juin 2009,Heavy Cross
439350039,14703,-,BNGRS,2,Pop/Rock,-,1 oct. 2018,Real Thing
439700906,512514,-,Imagine Dragons,3,Alternative,-,19 sept. 2018,"Zero (From the Original Motion Picture ""Ralph Breaks The Internet"")"
91393047,701907,-,Izzy Bizu,1,R&B/Soul,-,9 déc. 2016,White Tiger
44424171,3199042,-,Plain White T's,4,Alternative,-,25 janv. 2005,Hey There Delilah
431104620,472370,-,Anuel AA,4,Urban latin,-,17 juil. 2018,Quiere Beber
11177141,3970063,151,Eminem,1,Hip-hop/Rap,4.6,2 déc. 2005,Lose Yourself
3176111,2659193,-,Kiss,3,Rock,-,23 mai 1979,I Was Made For Lovin' You
10308693,1841809,-,Patrick Swayze Feat. Wendy Fraser,4,Bande originale,-,21 sept. 2012,She's Like The Wind
11193208,2370722,-,Busta Rhymes Feat. Mariah Carey & Flipmore Squad,1,Hip-hop/Rap,-,26 nov. 2002,I Know What You Want
98901555,2483711,86,Tom Odell,5,Auteur-interprète,4.4,21 juin 2013,Another Love (Zwette Edit)
11244339,4458410,46,The White Stripes,4,Alternative,4.5,1 avr. 2003,Seven Nation Army
238700,3533537,-,Bee Gees,1,Pop,-,1 oct. 1979,Stayin' Alive
444144016,2312,22,Georgio,1,Hip-hop/Rap,4.4,23 nov. 2018,Miroir
402447569,172276,34,Dadju,1,R&B/Soul,4.2,5 oct. 2018,Mafuzzy Style
471287,3324471,29,Scorpions,5,Rock,4.4,6 nov. 1990,Wind Of Change
97698763,4296959,56,Tove Lo,5,Pop,4.5,1 janv. 2014,Habits (Stay High;Hippie Sabotage Remix)
277453,969090,11,Kate Bush,4,Rock,4.6,17 févr. 1978,Wuthering Heights
443516870,10735,90,Soolking Feat. Khaled,4,Hip-hop/Rap,4.3,2 nov. 2018,Mirage
20151991,1725467,24,Alicia Keys,5,R&B/Soul,4.6,2 déc. 2003,If I Ain't Got You
240844,2187338,-,Marvin Gaye,4,R&B/Soul,-,1 oct. 1982,Sexual Healing
260687326,628181,53,Josef Salvat,5,Pop,4.7,23 oct. 2015,Open Season (Une Autre Saison)
440469070,28362,-,Little Dragon,1,Électronique,-,9 nov. 2018,Lover Chanting
45041712,1234289,5,Linkin Park,5,Alternative,5.0,14 mai 2007,Shadow Of The Day
385463659,283714,-,Vegedream X DJ Leska,-,-,-,-,La Fuite
544018,459775,-,Billy Paul,1,R&B/Soul,-,6 avr. 1999,Your Song
384962319,661800,-,"Riverdale Cast Feat. K.J. Apa & Camila Mendes, Lili Reinhart",2,Bande originale,-,18 mai 2018,Mad World
234782921,21661688,19,Major Lazer Feat. MØ & DJ Snake,5,Electronica,4.6,4 mars 2016,Lean On
45655608,3693308,-,Madcon,4,Hip-hop/Rap,-,28 févr. 2011,Beggin'
359624689,9447274,73,Calvin Harris Feat. Pharrell Williams & Katy Perry & Big Sean,3,Dance,4.4,30 juin 2017,Feels
333178235,958918,46,Loïc Nottet,4,Pop,4.6,27 oct. 2016,Million Eyes
403441856,8734,9,Hollydays,1,Alternative,4.8,12 janv. 2018,L'odeur Des Joints
53925508,2422786,402,Sean Paul,4,Pop,4.3,24 janv. 2012,She Doesn't Mind
539524,2161561,-,F.R. David,9,Pop,-,-,Words
364238539,250319,-,"DJ Leska Feat. Vegeta, KGS",3,Hip-hop/Rap,-,6 juil. 2017,Vay (Explicit)
235322,454191,5,Marvin Gaye,2,R&B/Soul,5.0,20 mai 1971,Inner City Blues (Make Me Wanna Holler)
45165547,3593027,8,Amy MacDonald,1,Pop,4.6,30 juil. 2007,This Is The Life
105561939,1093193,-,Lo-Fang,4,Alternative,-,24 févr. 2014,You're The One That I Want
433009739,180781,-,Talisco,3,Alternative,-,24 août 2018,Sun
288892093,688351,-,Barns Courtney,1,Alternative,-,27 janv. 2017,Glitter & Gold
413464224,402361,-,Jahyanai,3,Dance,-,27 avr. 2018,Dweet So
440586841,847944,-,French Montana Feat. Drake,3,Hip-hop/Rap,-,20 sept. 2018,No Stylist
433798595,195987,-,Martin Garrix & Justin Mylo Feat. Dewain Whitmore,3,Dance,-,14 sept. 2018,Burn Out
444656280,16891,-,Kimotion Feat. Joss Bari,3,Dance,-,20 oct. 2018,The Night We Met Remix
278162182,1948,-,The Pop Posse,-,-,-,-,Not About Angels
220193,2743392,5,Bill Withers,3,R&B/Soul,3.8,1 mai 1971,Ain't No Sunshine
432506987,442148,110,Rim'K Feat. Ninho,5,Hip-hop/Rap,4.8,21 sept. 2018,Air Max
446738117,25422,108,Jul,2,Hip-hop/Rap,3.5,-,Poussette
442101007,77288,62,Booba,3,Hip-hop/Rap,3.6,3 oct. 2018,BB
437991917,334637,-,Dan Balan Feat. Marley Waters,3,Dance,-,21 sept. 2018,Numa Numa 2
344059563,272216,-,Karizma,-,-,-,-,Work It Out
376324671,7809854,-,Tom Walker,1,Auteur-interprète,-,-,Leave A Light On
427073025,1627457,32,Bebe Rexha,4,Pop,4.8,22 juin 2018,I'm A Mess
418467645,4018105,-,Tyga Feat. Offset,3,Hip-hop/Rap,-,16 mai 2018,Taste
438400225,36121,-,Claudio Capéo,4,Variété française,-,-,Ta Main
412072803,8389510,39,Calvin Harris & Dua Lipa,3,Dance,4.2,6 avr. 2018,One Kiss
378073614,517317,110,P!nk,5,Pop,4.5,13 oct. 2017,Secrets
407804116,161609,80,Hoshi,4,Variété française,4.0,23 mars 2018,Femme À La Mer
442449591,111541,5,Major Lazer Feat. Tove Lo,1,Électronique,4.6,19 oct. 2018,Blow That Smoke
286572634,4872619,-,Naughty Boy Feat. Beyoncé & Arrow Benjamin,9,Pop,-,18 sept. 2015,Runnin' (Lose It All)
445146933,29209,151,Aya Nakamura,3,R&B/Soul,3.5,2 nov. 2018,Oula
448148312,14559,45,David Hallyday,4,Variété française,4.1,-,Ma Dernière Lettre
440180182,1234625,13,Rita Ora,5,Pop,4.8,23 nov. 2018,Let You Love Me
431847411,578233,-,Vegedream,3,Hip-hop/Rap,-,19 juil. 2018,Ramenez La Coupe À La Maison
422158445,214079,59,Lenny Kravitz,1,Rock,4.5,7 sept. 2018,Low (Edit)
359568795,3198764,8,Cecilia Krull,3,Bande originale,4.3,10 juin 2017,"My Life Is Going On (Música Original de la Serie de TV ""La Casa de Papel"")"
432521592,1419092,11,David Guetta Feat. Anne-Marie,3,Dance,3.0,26 juil. 2018,Don't Leave Me Alone
349500883,5191978,7,Dennis Lloyd,2,Pop,4.7,30 juin 2017,Nevermind
448388370,9554,-,Feder Feat. Bryce Vine & Dan Caplen,3,Dance,-,23 nov. 2018,Control
445466319,5725,-,L.B.ONE,2,Électronique,-,2 nov. 2018,Rue Des Abbesses
449560160,5077,-,M,-,-,-,-,Superchérie
411565603,3465074,-,Alvaro Soler,4,Pop en espagnol,-,21 sept. 2018,La Cintura
365455157,116908,-,Kimotion,1,Pop,-,28 juil. 2017,Once We Can Fly
218034,1621802,-,Al Green,3,Soul,-,31 janv. 1972,How Can You Mend A Broken Heart?
440739730,30119,-,Léa Paci,3,Variété française,-,21 sept. 2018,On Prend Des Notes
434202110,2810322,79,Travis Scott,5,Hip-hop/Rap,4.6,3 août 2018,SICKO MODE
403449389,32864,7,Eddy De Pretto,4,Variété française,5.0,19 janv. 2018,Random
441990739,1388828,7,Halsey,3,Alternative,5.0,4 oct. 2018,Without Me
428623599,363754,135,Kendji Girac,4,Variété française,3.6,31 août 2018,Pour Oublier
416003539,117928,11,Joyce Jonathan,5,Variété française,3.9,5 oct. 2018,On
373985776,160665,5,Elephanz,4,Alternative,4.4,13 oct. 2017,Maryland
207307861,39083,-,Andreas Scholl & Australian Brandenburg Orchestra & Paul Dyer,-,-,-,-,"Nisi Dominus, R.608: IV. ""Cum Dederit"" (Psalm 126;Andante)"
419333867,192348,110,Zazie,4,Variété française,3.8,7 sept. 2018,Speed
429772054,4712546,28,Drake,1,Hip-hop/Rap,4.1,29 juin 2018,In My Feelings
440701907,300703,5,Jonas Blue Feat. Liam Payne & Lennon Stella,3,Dance,5.0,5 oct. 2018,Polaroid
438055391,135797,49,Soprano,5,Hip-hop/Rap,3.4,9 nov. 2018,À La Vie À L'amour
434692640,262937,11,Niska,5,Hip-hop/Rap,4.1,10 août 2018,W.L.G
432961763,637394,5,Martin Garrix Feat. Bonn,3,Dance,4.8,30 juil. 2018,High On Life
446515860,60806,-,Martin Garrix & Mike Yung,3,Dance,-,1 nov. 2018,Dreamer
434922385,88836,213,Christine And The Queens,1,Alternative,3.2,21 sept. 2018,La Marcheuse
440206391,12427,37,Jérémy Frerot,3,Variété française,3.6,12 oct. 2018,Tu Donnes
327491882,763818,-,Jessie Reyez,1,R&B/Soul,-,21 avr. 2017,Figures
432568974,22638,-,"6ix9ine Feat. Nicki Minaj, Murda Beatz",3,Hip-hop/Rap,-,27 nov. 2018,Fefe
445146939,17544,151,Aya Nakamura,3,R&B/Soul,3.5,2 nov. 2018,Pookie
281558900,12865823,60,Imany,3,Dance,4.3,20 janv. 2016,Don't Be So Shy (Filatov & Karas Remix)
218112,1801134,-,Ronan Keating,5,Rock,-,16 avr. 2001,When You Say Nothing At All
437189289,396013,-,Alesso,3,Dance,-,31 août 2018,Remedy
438387803,1176553,10,Silk City & Dua Lipa Feat. Diplo & Mark Ronson,1,Pop,4.7,2 juin 2017,Electricity
408829716,8446446,17,Nicky Jam & J Balvin,2,Urban latin,4.4,2 mars 2018,X
415769092,765230,-,Cecilia Krull & Gavin Moss,2,Électronique,-,11 mai 2018,My Life Is Going On (Cecilia Krull vs. Gavin Moss)
439714638,277183,-,Tyga,2,Hip-hop/Rap,-,18 sept. 2018,Dip
434954794,102966,-,Sound Of Legend,3,Dance,-,7 sept. 2018,Hold That Sucker Down
53063632,8341108,241,Lykke Li,4,Alternative,4.2,28 févr. 2010,I Follow Rivers (The Magician Remix)
438689622,224840,32,Zaz,5,Pop,3.3,16 nov. 2018,Qué Vendrá
373041413,54606,171,Indochine,2,Rock,4.1,8 sept. 2017,Song For A Dream
433873297,1861600,-,Bazzi Feat. Camila Cabello,3,Pop,-,2 août 2018,Beautiful
439575216,1286640,-,"Gucci Mane, Bruno Mars & Kodak Black",3,Hip-hop/Rap,-,14 sept. 2018,Wake Up In The Sky
441395941,77562,-,Nils Van Zandt,2,Dance,-,5 oct. 2018,On My Way
40111843,4605334,8,Keane,1,Rock,4.9,16 févr. 2004,Somewhere Only We Know
380117078,226886,196,Dadju,1,R&B/Soul,4.5,24 nov. 2017,Lionne
410399211,1696890,-,Matt Simons,2,Pop,-,4 avr. 2018,We Can Do Better
429234799,307450,73,Bigflo & Oli & Petit Biscuit,1,Hip-hop/Rap,4.3,23 nov. 2018,Demain (Bigflo & Oli X Petit Biscuit)
20067761,1148362,-,Jermaine Jackson & Pia Zadora,1,Pop,-,14 avr. 1984,When The Rain Begins To Fall
440477765,6217,-,aka George,3,Pop,-,8 oct. 2018,Stone Cold Classic 3000
372962066,287586,62,Eddy De Pretto,1,Variété française,4.7,6 oct. 2017,Kid
442995330,115318,-,Robin Schulz Feat. Erika Sirola,3,Dance,-,16 nov. 2018,Speechless
444408030,33270,-,Absoyes Feat. Ninho,3,Hip-hop/Rap,-,5 nov. 2018,La Vie Qu'on Mène
260440248,147341,62,Kaleo,4,Alternative,4.7,10 juin 2016,I Can't Go On Without You
402772917,20704,12,Eels,4,Alternative,4.3,6 avr. 2018,Bone Dry
424968534,29512,9,VSO,3,Hip-hop/Rap,5.0,29 juin 2018,Toréador
103547800,7186,52,Coeur De Pirate,4,Pop,4.2,14 janv. 2014,Ain't No Sunshine
428436961,516443,10,Kungs & Stargate Feat. GOLDN,3,Dance,4.2,22 juin 2018,Be Right Here
416663686,553535,44,Dosseh,5,Hip-hop/Rap,4.2,6 juil. 2018,Habitué
421777646,1979106,47,A$AP Rocky Feat. Skepta,5,Hip-hop/Rap,4.5,25 mai 2018,Praise The Lord (Da Shine)
416911985,38260,-,Cameron,2,Pop,-,18 mai 2018,Je Laisse Passer
436604033,66820,237,Jenifer,1,Variété française,4.5,26 oct. 2018,Notre Idylle
45911930,249994,7,Bryn Christopher,7,Hip-hop/Rap,4.9,8 juin 2008,The Quest
441181008,175242,-,Kygo Feat. Sandro Cavazza,3,Dance,-,26 oct. 2018,Happy Now
365203205,124513,-,Calogero,5,Variété française,-,25 août 2017,1987
375565156,50384,28,Patrick Fiori,3,Variété française,4.1,29 sept. 2017,Les Gens Qu'on Aime
439309038,781571,-,Khalid,3,R&B/Soul,-,14 sept. 2018,Better
446503379,134640,-,D'Angelo,-,-,-,-,Unshaken
407605619,1855300,7,Imagine Dragons,4,Alternative,5.0,23 juin 2017,Next To Me
435692655,90399,-,Koba LaD,3,Hip-hop/Rap,-,17 août 2018,La C
432847704,86623,-,Maes,2,Hip-hop/Rap,-,27 juil. 2018,Billets Verts
56567320,6526854,5,Emeli Sandé,1,Pop,4.6,10 févr. 2012,"Read All About It, Part III"
410647825,70501,8,Måns Zelmerlöw,3,Pop,4.8,2 déc. 2016,Happyland (Ce Monde Parfait)
444413126,24742,140,Eva,3,R&B/Soul,4.2,26 oct. 2018,Mood
438559787,30774,-,4Keus Gang & Doks,3,Hip-hop/Rap,-,26 sept. 2018,Polia
416805370,1141534,17,"LSD Feat. Sia, Diplo & Labrinth",3,Pop,4.8,10 mai 2018,Audio
280647410,2202815,-,Rodrigo Amarante,1,Bandes télé,-,18 sept. 2015,Tuyo
442009655,531765,20,Little Mix Feat. Nicki Minaj,3,Pop,4.8,12 oct. 2018,Woman Like Me
431364208,451397,32,Muse,3,Alternative,2.8,19 juil. 2018,Something Human
219959,3884290,-,Queen,1,Rock,-,21 nov. 1975,Bohemian Rhapsody
381511576,94175,-,Patrick Watson,4,Alternative,-,16 nov. 2017,Broken
451311659,26149,-,6ix9ine Feat. Nicki Minaj & Kanye West,3,Hip-hop/Rap,-,27 nov. 2018,MAMA
443516869,27072,90,Soolking,4,Hip-hop/Rap,4.3,2 nov. 2018,Vroom Vroom
2884813,7509109,11,4 Non Blondes,4,Rock,4.9,1 janv. 1992,What's Up?
440179084,43304,106,Patrick Bruel,5,Variété française,3.2,2 nov. 2018,Tout Recommencer
412157666,79784,-,Kimotion,3,Dance,-,8 juin 2018,Over That Girl
449101152,47842,-,Billie Eilish,3,Alternative,-,20 nov. 2018,come out and play
445112226,373774,5,Clean Bandit Feat. Marina and the Diamonds & Luis Fonsi,5,Dance,4.8,30 nov. 2018,Baby
449041573,9792,-,Banx & Ranx & Zaho Feat. Sean Paul,3,Dance,-,13 nov. 2018,Ego
10472897,67769,-,Geordie,1,Rock,-,22 nov. 2010,House Of The Rising Sun
447393977,12286,-,Asakura,2,Hip-hop/Rap,-,1 nov. 2018,Tekale
225450,1210866,92,Portishead,4,Électronique,4.6,1 janv. 1994,Glory Box
412814005,1620146,151,Aya Nakamura,3,R&B/Soul,3.5,2 nov. 2018,DJadja
219983,1783980,-,Queen,4,Rock,-,10 nov. 1978,Don't Stop Me Now
416471643,23413,5,Aöme,3,Variété française,5.0,17 mai 2018,Mille Couronnes
410801046,439050,74,Shawn Mendes,4,Pop,4.8,25 mai 2018,Lost In Japan
278319535,11699762,62,Kaleo,4,Alternative,4.7,10 juin 2016,Way Down We Go
353240669,795553,298,Vitaa,4,Pop,4.8,5 mai 2017,Un Peu De Rêve
161812454,6880,-,MurTor,-,-,-,-,Come And Get Your Love (Remix)
312058991,17535831,157,Kungs & Cookin' On 3 Burners,4,Dance,4.4,4 nov. 2016,This Girl
220200,1791160,-,Bill Withers,3,Pop,-,1 janv. 1977,Lovely Day
437163837,139964,42,Columbine,1,Hip-hop/Rap,4.4,28 sept. 2018,Adieu Bientôt
439318846,41991,29,Hornet La Frappe Feat. Ninho,5,Hip-hop/Rap,3.8,21 sept. 2018,Sheitana
445106747,3409,-,Kalash Criminel,-,-,-,-,Encore
298202984,8984118,136,LP,3,Alternative,4.4,9 déc. 2016,Lost On You
412961240,6510362,83,Cardi B & Bad Bunny & J Balvin,4,Hip-hop/Rap,3.5,6 avr. 2018,I Like It
450848192,37034,-,Meek Mill Feat. Anuel AA & Fabolous,3,Hip-hop/Rap,-,22 nov. 2018,Uptown Vibes
52157169,1694740,5,Breakbot Feat. Irfane,4,Électronique,4.8,14 sept. 2012,Baby I'm Yours
5169818,4397969,16,Nickelback,3,Rock,4.7,11 sept. 2001,How You Remind Me
442467403,238852,-,Anderson .Paak Feat. Kendrick Lamar,4,Hip-hop/Rap,-,4 oct. 2018,Tints
446738106,2829,-,Ju-L,-,-,-,-,La Zone En Personne
335744606,10745900,264,The Weeknd Feat. Daft Punk,1,R&B/Soul,4.7,25 nov. 2016,I Feel It Coming
5161533,4091623,-,Radiohead,1,Alternative,-,21 sept. 1992,Creep
430989253,68425,-,Boostee,2,R&B/Soul,-,20 juil. 2018,Nan Nan Nan
588416,3585458,6,Blackstreet Feat. Dr. Dre,1,R&B/Soul,4.8,1 janv. 1996,No Diggity
163045094,3143518,220,The Avener & Kadebostany,1,Électronique,4.4,19 janv. 2015,Castle In The Snow
447911110,2520,-,Bertrand Belin,4,Variété française,-,-,Choses Nouvelles
342514734,1959782,13,Ed Sheeran,4,Pop,4.5,3 mars 2017,Happier
273551,688830,-,Joe Cocker,5,Rock,-,7 oct. 1996,You Are So Beautiful
459379,5450638,-,Toto,2,Rock,-,30 sept. 2003,Africa
445215624,297191,-,Cardi B,3,Hip-hop/Rap,-,22 oct. 2018,Money
426993576,102247,-,Big Pineapple,2,Dance,-,29 juin 2018,Another Chance (Don Diablo Edit)
445106741,3062,-,Kalash Criminel,-,-,-,-,La Sacem De Florent Pagny
45708317,179398,25,Véronique Sanson,5,Variété française,4.0,21 sept. 2018,Chanson Sur Ma Drôle De Vie
40043173,184092,-,Yann Tiersen,3,Pop,-,3 févr. 2003,Summer 78
366057872,57445,-,Sigala & Ella Eyre,3,Dance,-,28 juil. 2017,Came Here For Love (Acoustic)
403649507,2161375,-,Daddy Yankee,3,Urban latin,-,18 janv. 2018,Dura
442381413,151723,13,Michael Bublé,4,Pop,4.8,16 nov. 2018,Love You Anymore
443357473,278828,-,Luis Fonsi & Ozuna,2,Pop en espagnol,-,19 oct. 2018,Imposible
437165653,59751,54,MHD Feat. Dadju,1,Hip-hop/Rap,4.6,19 sept. 2018,Bébé
40943911,67004,56,Antony & The Johnsons,3,Alternative,4.8,1 févr. 2005,You Are My Sister
443282292,54836,-,Tiësto,2,Dance,-,26 oct. 2018,Grapevine
438689037,36453,18,Vanessa Paradis,2,Variété française,3.9,14 sept. 2018,Ces Mots Simples
5166927,6481701,-,Coolio Feat. L.V.,1,Hip-hop/Rap,-,2 oct. 1995,Gangsta's Paradise
442988782,6462,-,QQUN,3,Pop,-,26 oct. 2018,Ca Ira Mieux
435215761,11455,-,Superfunk,1,House,-,5 nov. 2018,Chinatown (Original Mix)
360002308,1189097,-,Dopebwoy Feat. Chivv & 3robi,3,Hip-hop/Rap,-,15 déc. 2017,Cartier
442318527,16914,-,Gaël Faye Feat. Flavia Coelho,2,Hip-hop/Rap,-,2 nov. 2018,Balade Brésilienne
5884434,5597214,-,Foreigner,4,Rock,-,7 déc. 1984,I Want To Know What Love Is
40004674,5287619,-,Hoobastank,1,Rock,-,1 janv. 2004,The Reason
232569,5254825,-,A-Ha,4,Pop,-,1 juin 1985,Take On Me
347294701,9973032,178,Harry Styles,4,Pop,4.6,12 mai 2017,Sign Of The Times
434847442,752126,311,Ariana Grande,4,Pop,4.7,17 août 2018,Breathin
427973548,14389,24,Synapson Feat. Holly,4,Électronique,4.3,22 juin 2018,Build Me Up
5919920,2182459,35,Mariah Carey,3,Fêtes,4.6,29 oct. 1994,All I Want For Christmas Is You
89397803,18140563,-,John Legend,4,R&B/Soul,-,30 août 2013,All Of Me
433357356,188238,-,KPoint Feat. Ninho,3,Hip-hop/Rap,-,30 juil. 2018,Ma 6t A Craqué
440467832,502291,-,DJ 6rb & Bonde R300 Feat. Xang & Mayklove,2,Baile funk,-,17 sept. 2018,Oh Nanana (Remix)
342514741,16202291,293,Ed Sheeran,5,Pop,4.5,3 mars 2017,Perfect
404017423,1675643,85,Lartiste Feat. Caroliina,4,Hip-hop/Rap,3.9,23 févr. 2018,Mafiosa
427438467,211831,16,Angèle,3,Variété française,4.4,20 juin 2018,La Thune
449095508,2499,-,Mac Tyer Feat. Kaaris & Sofiane,-,-,-,-,Il Se Passe Quoi
413462347,49409,17,KeBlack,1,Hip-hop/Rap,4.4,11 mai 2018,On Rigolait
443038467,19646,-,Kalash Criminel,-,-,-,-,Sombre
377906759,85074,503,Orelsan,5,Hip-hop/Rap,4.5,20 oct. 2017,Paradis
