ID,#_Shazam_fr,#_votes_itunes,Artiste,Duree,Genre,Note_Moyenne_itunes,Sortie,Title
433217135,91942,135,Kendji Girac,4,Variété française,3.6,31 août 2018,Tiago
434336109,32747,48,Youssoupha,4,Hip-hop/Rap,4.5,28 sept. 2018,Par Amour
427660020,2162857,-,Kygo & Imagine Dragons,3,Pop,-,15 juin 2018,Born To Be Yours
378918899,4207863,-,Loud Luxury Feat. Brando,4,Dance,-,20 juil. 2018,Body
437075280,300429,151,Aya Nakamura,3,R&B/Soul,3.5,2 nov. 2018,Copines
449901842,9348,-,Imen Es,-,-,-,-,Attentat
442173657,868816,-,Post Malone & Swae Lee,2,Bande originale,-,18 oct. 2018,Sunflower (Spider-Man: Into the Spider-Verse)
441014449,716295,74,Shawn Mendes & Zedd,4,Pop,4.8,25 mai 2018,Lost In Japan (Remix)
431962383,247545,-,Dimitri Vegas & Like Mike & KSHMR,3,Dance,-,22 juil. 2018,Opa
442686834,132831,-,Sia,4,Pop,-,12 oct. 2018,I'm Still Here
113711910,491315,-,Lee Mashup Feat. Stone Warley & Co,1,Dance,-,1 juin 2015,Hum Connection
413052016,3015085,-,"Nicky Jam, Ozuna, Darell, Nio Garcia, Bad Bunny & Casper Magico",6,Urban latin,-,13 avr. 2018,Te Boté (Remix)
441078995,68956,60,Koba LaD,4,Hip-hop/Rap,3.7,28 sept. 2018,Chambre 122
373440437,10434402,50,ZAYN Feat. Sia,4,Pop,4.7,8 sept. 2017,Dusk Till Dawn
429702613,262813,37,Jérémy Frerot,3,Variété française,3.6,12 oct. 2018,Revoir
419208135,1765884,-,Armin Van Buuren,3,Dance,-,18 mai 2018,Blah Blah Blah
444318233,47024,-,"LSD Feat. Sia, Diplo & Labrinth",3,Pop,-,26 oct. 2018,Thunderclouds (Lost Frequencies Remix)
45225229,1011378,-,Kanye West Feat. Dwele,5,Hip-hop/Rap,-,11 sept. 2007,Flashing Lights
443938741,23151,-,Sound Of Legend,2,Dance,-,9 nov. 2018,Hold That Sucker Down (Vocal Mix)
416888150,8941343,21,Clean Bandit Feat. Demi Lovato,3,Dance,4.7,18 mai 2018,Solo
417811071,2981733,-,Jonas Blue Feat. Jack & Jack,4,Dance,-,9 nov. 2018,Rise
427230040,1914770,18,6IX9INE Feat. Nicki Minaj & Murda Beatz,2,Hip-hop/Rap,4.6,22 juil. 2018,FEFE
383639793,924696,80,Hoshi,4,Variété française,4.0,23 mars 2018,Ta Marinière
428882462,36356,44,Dosseh,5,Hip-hop/Rap,4.2,6 juil. 2018,A Chaque Jour.
445146938,26079,151,Aya Nakamura,3,R&B/Soul,3.5,2 nov. 2018,La Dot
448238590,54510,-,6ix9ine Feat. Tory Lanez,3,Hip-hop/Rap,-,27 nov. 2018,KIKA
335296072,409434,8,Måns Zelmerlöw,3,Pop,4.8,2 déc. 2016,Happyland
